,SDURAKKODU,SDURAKADI,KOORDINAT,ILCEADI,SYON,AKILLI,FIZIKI,DURAK_TIPI,ENGELLIKULLANIM
12383,122121,ZUHURATBABA,POINT (28.8675509999858 40.9812000005506),Bakirköy,YESILKÖY,VAR,KAPALI,CCMODERN,Uygun Degil
12384,177782,NAZIM HİKMET PARKI,POINT (28.6832139592655 41.0270609868843),Esenyurt,ESENYURT INCIRTEPE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12385,215951,SEYİTGAZİ SOKAK,POINT (29.2658189999937 40.9518750005462),Sultanbeyli,ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12386,101311,GENERAL ALİ RIZA GÜRCAN CADDESİ,POINT (28.8969869999868 41.0091530005551),Zeytinburnu,EMINÖNÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12387,209982,MİSAKI MİLLİ CADDESİ,POINT (29.2727089999939 40.8752460005341),Pendik,KARTAL,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12388,216912,ESKİ KADIKÖY YOLU CADDESİ,POINT (29.1301279999919 41.0159440005564),Ümraniye,IMES 14ES,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12389,216942,TAVUKÇUYOLU CADDESİ,POINT (29.138438999992 41.0104630005555),Ümraniye,ÜSKÜDAR,VAR,KAPALI,CCMODERN,Uygun Degil
12390,217022,ÜMRANİYE TELEKOM,POINT (29.1063529999915 41.0299100005587),Ümraniye,ÜSKÜDAR,YOK,KAPALI,CCMODERN,Uygun Degil
12391,206391,HALİL ATAMAVCI İLKOKULU,POINT (29.1077779999917 40.9683390005488),Atasehir,DUDULLU,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12392,226512,ACARLAR SİTESİ,POINT (29.1559169999923 40.9912970005525),Atasehir,KADIKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
12393,208031,DARÜLACEZE MÜDÜRLÜĞÜ,POINT (29.1476319999922 40.9771890005502),Atasehir,KAYISDAGI,YOK,KAPALI,CCMODERN,Uygun Degil
12394,102901,ESENYURT İMAM HATİP,POINT (28.6604979999729 41.0226740005563),Esenyurt,BEYLIKDÜZÜ,YOK,FULL KAPALI,İSTON GENİŞ_İBB,Uygun Degil
12395,102912,ESENBAHÇE,POINT (28.6598959999734 41.0195350005563),Esenyurt,ESENKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12396,103971,1953.SOKAK,POINT (28.6606789999735 41.0219710005567),Esenyurt,TAKSIM,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12397,126972,AMBARLI KAVŞAĞI,POINT (28.6977439999766 41.0000030005534),Esenyurt,BÜYÜKÇEKMECE,VAR,KAPALI,CCMODERN,Uygun
12398,209132,ORHANGAZİ CAMİİ,POINT (29.284064999994 40.8685500005331),Pendik,AKFIRAT,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12399,227891,ŞEYHLİ,POINT (29.284644999994 40.9054830005389),Pendik,HARMANDERE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12400,213362,EMİRGAN SOKAK,POINT (29.3042370060816 40.8684050050371),Pendik,AHMET YESEVI MAH.,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12401,260432,ZEHRA SOKAK,POINT (29.3702200028478 40.8561939918052),Çayirova,ÇAGDASKENT SAGLIK OCAGI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12402,900392,GÜZELYURT ,POINT (28.6645586291708 41.0068871893298),Esenyurt,AVCILAR,YOK,KAPALI,ISTASYON,Uygun Degil
12403,204601,ÜMRANİYE BELEDİYESİ,POINT (29.0996989999914 41.0293010005585),Ümraniye,TOKATKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12404,204712,VARAN CADDESİ,POINT (29.1229539999918 41.0159960005564),Ümraniye,ÜMRANIYE,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12405,204832,BÜLBÜLDERE CADDESİ,POINT (29.1381490340964 41.0251100135043),Ümraniye,ÜSKÜDAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12406,217171,BARAJ YOLU,POINT (29.182867973113 41.0075330257466),Ümraniye,SARIGAZI 19E,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12407,212411,DENİZ SOKAK,POINT (29.3098189999943 40.8670760005328),Pendik,KARTAL METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12408,206561,KİPTAŞ KONUTLARI,POINT (29.2539720024552 40.9144349677053),Pendik,AYDOS,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12409,176511,AYGÜN SOKAK,POINT (28.9914469999892 41.0860580005676),Kagithane,KABATAS,YOK,KAPALI,CCMODERN,Uygun Degil
12410,304391,KAĞITHANE,POINT (28.9727720000116 41.0820919991151),Kagithane,SISLI(48-48N-48H-44B,YOK,FULL KAPALI,CCMODERN,Uygun Degil
12411,117392,SALIPAZARI,POINT (28.9861249999892 41.0288140005584),Beyoglu,EMINÖNÜ,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
12412,118071,GÜR,POINT (28.9769909999889 41.0738760005656),Kagithane,KAGITHANE,YOK,KAPALI,CCMODERNDR,Uygun Degil
12413,127381,ESENYURT ÖRNEK MAHALLESİ,POINT (28.6701329999742 41.0476340005608),Esenyurt,SON DURAK (142A),YOK,KAPALI,CCMODERN,Uygun Degil
12414,127802,SALI PAZARI,POINT (28.6718699999744 41.036548000559),Esenyurt,H.DERE-ÖRNEK MAH.,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
12415,104181,PARK SOKAK,POINT (28.6593049999733 41.0351230005588),Esenyurt,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12416,260622,ŞİŞECAM YOLU,POINT (29.3677539587792 40.8057640423004),Gebze,GEBZE ISTASYONU,YOK,KAPALI,İETTBAYRAK,Uygun
12417,121942,SÖĞÜTLÜ YAYLA,POINT (28.8790109999861 41.0225220005572),Güngören,DAVUTPASA,VAR,KAPALI,CCMODERN,Uygun Degil
12418,125051,MARMARA CADDESİ,POINT (28.8712919999859 41.0087480005551),Güngören,AKSARAY HAZNEDAR,YOK,AÇIK,İETTBAYRAK,Uygun
12419,126882,YAVUZ SELİM CAMİİ,POINT (28.8653839999856 41.0228160005572),Güngören,MERTER-GÜNESTEPE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12420,205121,SİTE YOLU SOKAK,POINT (29.1155120109237 41.024743977825),Ümraniye,TEPEÜSTÜ,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12421,218301,ÇEKMEKÖY KAYMAKAMLIĞI,POINT (29.2354300000099 41.0366319991161),Çekmeköy,KADIKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
12422,217322,FATİH MAHALLESİ,POINT (29.2741279999938 40.9584570005473),Sultanbeyli,S.BEYLI 131,YOK,FULL KAPALI,İSTON DAR,Uygun Degil
12423,228802,ÇAM EVLERİ,POINT (29.3237059999943 40.930986000543),Pendik,SULTANBEYLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12424,230272,EVORA İSTANBUL,POINT (29.2974700323479 40.8612570334522),Pendik,EVORA,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12425,230422,FATİH SULTAN MEHMET,POINT (29.2568869999937 40.893701000537),Pendik,GÖZDAGI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12426,123483,BAĞCILAR ÇİFTLİK,POINT (28.8483929830308 41.0433270127399),Bagcilar,ATESTUGLA,YOK,KAPALI,CCMODERNDR,Uygun Degil
12427,108108,ÇİFTLİK,POINT (28.6362299999701 41.3062880006027),Arnavutköy,BALABAN KÖYÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12428,230512,ORHUN CADDESİ,POINT (29.2437019999936 40.8863770005359),Pendik,GÖZDAGI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12429,176221,SANAYİ,POINT (28.1037249998129 41.0728550005602),Silivri,ÇAGDASKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12430,217361,İSTİKLAL MAHALLESİ MUHTARLIĞI,POINT (29.0997729999914 41.0185630005568),Ümraniye,KADIKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
12431,109611,İKİNCİ CAMİİ,POINT (28.7468480273024 41.1843809974846),Arnavutköy,ARNAVUTKÖY,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12432,111881,HADIMKÖY-SAZLIBOSNA YOLU,POINT (28.6271390000023 41.1575179991131),Arnavutköy,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12433,117661,SİLAHTAR,POINT (28.9464359999881 41.0694410005649),Eyüpsultan,ALIBEYKÖY,YOK,AÇIK,İETTBAYRAK,Uygun
12434,220242,4.MURAT İLKOKULU,POINT (29.076547999991 41.0584790005632),Üsküdar,ÜSKÜDAR 15S,YOK,KAPALI,CCMODERN,Uygun Degil
12435,220271,TALİMHANE CAMİİ,POINT (29.0675379999908 41.0577490005631),Üsküdar,ÜSKÜDAR,YOK,KAPALI,CCMODERN,Uygun Degil
12436,222052,KURUÇEŞME,POINT (29.0336589999903 41.0267460005581),Üsküdar,ÜSKÜDAR,YOK,KAPALI,CCMODERN,Uygun Degil
12437,133901,PAPATYA,POINT (28.8587879679548 41.0377010200623),Bagcilar,BAGCILAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12438,262012,MAVERA CADDESİ,POINT (29.0872669724068 41.0342170363284),Üsküdar,AKBULUT SOKAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12439,216241,SERİNDERE,POINT (29.1712789999924 41.0295420005586),Ümraniye,SULTANBEYLI,YOK,KAPALI,CCMODERN,Uygun Degil
12440,224131,GELENEK SOKAK,POINT (29.1627810000106 41.0311459991162),Ümraniye,KADIKÖY,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12441,224161,ÇAMLICA CADDESİ,POINT (29.1620689597366 41.0244309906066),Ümraniye,KADIKÖY,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12442,224181,ŞEHİT ÖĞRETMEN SEVDA AYDOĞAN İLKOKULU,POINT (29.1628929999924 41.019533000557),Ümraniye,KADIKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12443,113891,BELTAŞ,POINT (29.0180459999898 41.0714520005652),Besiktas,LEV.SB.SITESI,YOK,KAPALI,CCMODERN,Uygun Degil
12444,127161,FIRIN,POINT (28.8310149999843 41.0058880005545),Bahçelievler,YENIBOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12445,129911,GAZİ CADDESİ,POINT (28.8397609999846 41.0167060005563),Bahçelievler,Y.BOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12446,130282,ALTINYILDIZ İLKOKULU,POINT (28.8179269999837 41.0072920005547),Bahçelievler,KUYUMCUKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12447,214282,İSTİKLAL CADDESİ,POINT (29.1428149999921 41.0203950005571),Ümraniye,ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12448,132422,BAŞAK SOKAK,POINT (28.8323519999842 41.0456820005609),Bagcilar,YENI MAHALLE,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
12449,176751,EMLAKBANK KONUTLARI,POINT (28.6440760000033 41.0122599991162),Beylikdüzü,AVCILAR,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
12450,105693,FINDIKZADE,POINT (28.9395469999881 41.0129780005558),Fatih,VATAN CADDESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12451,226522,YENİ ÇAMLICA MERKEZ CAMİİ,POINT (29.1625649999924 40.9890640005521),Atasehir,KADIKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12452,208062,KAYIŞDAĞI YOLU ,POINT (29.1450619999922 40.9779750005503),Atasehir,KADIKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12453,105822,ŞEHİT YUNUS EMRE EZER,POINT (28.9387479999878 41.027383000558),Fatih,EDIRNEKAPI,YOK,KAPALI,WALLMODERN,Uygun
12454,118372,ANADOLU CADDESİ,POINT (28.9784019999889 41.0865850005676),Kagithane,KAGITHANE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12455,118662,OKMEYDANI,POINT (28.9593979999885 41.0550540005625),Kagithane,M.KÖY  E 5,VAR,KAPALI,WALLMODERN,Uygun Degil
12456,119291,BAHÇE SOKAK,POINT (28.9739809999886 41.0821700005669),Kagithane,HAMIDIYE MAH.,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12457,118761,DARÜLACEZE,POINT (28.9669389999887 41.0602730005634),Sisli,MECIDIYEKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil
12458,216332,MEVLANA CADDESİ,POINT (29.2544689999935 41.0054770005548),Sancaktepe,YENIDOGAN,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12459,222122,ÇAMLICA ŞEHİT ONUR ENSAR AYANOĞLU İLKOKULU,POINT (29.0671699999909 41.0210740005572),Üsküdar,FERAH MAHALLESI,VAR,KAPALI,CCMODERNDR,Uygun Degil
12460,222842,DİVİTÇİLER CAMİİ,POINT (29.0244409999901 41.0165200005564),Üsküdar,ACIBADEM,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12461,119131,KULAKSIZ,POINT (28.9619679999886 41.03887600056),Beyoglu,OKMEYDANI,YOK,KAPALI,CCMODERN,Uygun Degil
12462,177941,ALİ ÇEBİ ORTAOKULU,POINT (28.650807034114 41.0146449895922),Esenyurt,ESENYURT,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12463,220082,ŞEHİT MEHMET YILMAZ,POINT (29.0654529999908 41.0455410005611),Üsküdar,GÜZELTEPE,YOK,AÇIK,İETTÜÇGEN,Uygun Degil
12464,103101,TEDAŞ,POINT (28.8288279999842 40.9948990005527),Bahçelievler,ZEYTINBURNU,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12465,111054,KULELİ,POINT (28.8349439999845 40.9929800005525),Bahçelievler,YENIBOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12466,225862,PINAR SOKAK,POINT (29.3614329999948 40.8392380005285),Tuzla,SIFA SONDURAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12467,221571,HAVUZBAŞI,POINT (29.1708659642159 41.1392820074904),Beykoz,SULTANIYE,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12468,221651,ŞİRİNDERE SAPAĞI,POINT (29.1686489999921 41.1447480005771),Beykoz,BEYKOZ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12469,106421,ARNAVUTKÖY YOLU,POINT (28.8189870000102 41.1362349991138),Basaksehir,SULTANÇIFTLIGI,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
12470,287292,ZAMOĞLU SOKAK,POINT (29.486777450494 41.0627886906276),Sile,DARLIK,YOK,KAPALI,İETTCAMLI,Uygun Degil
12471,223671,BAĞKUR EVLERİ,POINT (29.0736029999911 40.9986080005536),Üsküdar,GÖZTEPE KÖPRÜSÜ,YOK,KAPALI,CCMODERN,Uygun Degil
12472,202961,ÇELEBİKÖY,POINT (29.9050459999992 41.0951780005693),Sile,AGVA,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12473,133301,AKALAN GİRİŞ,POINT (28.4139659940549 41.2555430313977),Çatalca,Binkiliç,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12474,128852,ÇİFTLİKKÖY,POINT (28.407239999934 41.3404390006072),Çatalca,YENIBOSNA,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12475,108321,ZEYTİNBURNU TEK,POINT (28.8929089999867 40.9850040005513),Zeytinburnu,TOPKAPI,VAR,KAPALI,CCMODERN,Uygun Degil
12476,226251,SİTELER,POINT (29.0801179999912 40.9798700005506),Kadiköy,BOSTANCI,VAR,KAPALI,WALLMODERN,Uygun Degil
12477,124702,PARSELLER,POINT (28.8572729999853 41.0234670005574),Bagcilar,HAZNEDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12478,104122,SİTELER,POINT (28.8877929999865 40.9925700005525),Bakirköy,K.BURGAZ ÜNI.,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
12479,261902,ÜMRANİYE ÇARŞI METRO,POINT (29.0970239999914 41.025815000558),Ümraniye,ÜSKÜDAR,VAR,KAPALI,CCMODERN,Uygun Degil
12480,402071,ESTERGON CADDESİ,POINT (29.0896719873714 41.0332050294721),Ümraniye,SON DURAK,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12481,114962, BAHÇEŞEHİR ÜNİVERSİTESİ,POINT (29.0076830000116 41.042194999116),Besiktas,ORTAKÖY,YOK,FULL KAPALI,ISTASYON,Uygun Degil
12482,115412,ZİNCİRLİKUYU METROBÜS,POINT (29.0126980000116 41.0651329991155),Besiktas,LEVENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12483,116081,ORHAN İLTER,POINT (29.0117259999896 41.0924090005686),Besiktas,KONAKLAR MAH.,VAR,KAPALI,CCMODERN,Uygun Degil
12484,223561,KÖPRÜ BAŞI,POINT (29.070921999991 41.0063120005548),Üsküdar,KÜÇÜKÇAMLICA,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12485,260711,BOZHANE YOLU,POINT (29.278377024108 41.134005011537),Beykoz,CUMHURIYET KÖYÜ,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12486,214781,FAİKBEY SOKAK,POINT (29.0450849999905 41.0085290005551),Kadiköy,ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12487,219991,SARAY,POINT (29.0588849999907 41.0364180005597),Üsküdar,KIRAZLITEPE,YOK,KAPALI,İETTCAMLI,Uygun Degil
12488,219032,OSMANGAZİ CADDESİ,POINT (29.1377429999921 41.0037100005545),Ümraniye,SINPAS KONUTLARI,YOK,KAPALI,CCMODERNDR,Uygun Degil
12489,209531,ATAŞEHİR AĞIZ VE DİŞ SAĞLIĞI HASTANESİ,POINT (29.1033369999916 40.9895650005522),Atasehir,KADIKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12490,178511,EMNİYETEVLER CAMİİ,POINT (29.0053060000116 41.085921999115),Kagithane,KAGITHANE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12491,105611,ÇAĞLAYAN KAVŞAĞI,POINT (28.9780009999889 41.0709580005651),Kagithane,SISLI,YOK,AÇIK,İETTBAYRAK,Uygun
12492,105632,VADİSTANBUL,POINT (28.9849959504925 41.1029600337402),Kagithane,SON DURAK,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
12493,224282,PALMİYE,POINT (29.2740079676522 40.9385100098699),Sultanbeyli,SULTANBEYLI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12494,302061,KOCA MUSTAFAPAŞA,POINT (28.9310719999878 41.0053040005545),Fatih,SON DURAK (35A),YOK,KAPALI,CCMODERN,Uygun Degil
12495,104312,SELEN SOKAK,POINT (28.818662023617 41.0376489836946),Bagcilar,GÜNESLI MEYDAN,YOK,KAPALI,CCMODERNDR,Uygun Degil
12496,102231,İSTOÇ 8.ADA,POINT (28.8264719999838 41.0699760005647),Bagcilar,BASAKSEHIR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12497,222911,DOĞANCILAR,POINT (29.0127319999898 41.0185270005567),Üsküdar,KADIKÖY,VAR,KAPALI,WALLMODERN,Uygun Degil
12498,223011,ÜSKÜDAR SAHİL YOLU,POINT (29.0113229903438 41.0141239587842),Üsküdar,ÜSKÜDAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12499,104451,İSKİ ARITMA TESİSLERİ,POINT (28.7603559999804 41.0774640005659),Basaksehir,OLIMPIYAT METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12500,220412,KÖŞK,POINT (29.0965119999912 41.0611470005636),Ümraniye,ÜMRANIYE 15H,YOK,KAPALI,İETTCAMLI,Uygun Degil
12501,222181,SÜTÇÜ İMAM CADDESİ,POINT (29.0887579999912 41.0238500005576),Ümraniye,SARIGAZI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12502,222281,IHLAMURKUYU,POINT (29.134874999992 41.0174830005566),Ümraniye,SARIGAZI LOJ.,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12503,229961,AYDINTEPE MAHALLESİ,POINT (29.2979239999942 40.8530350005307),Tuzla,TUZLA,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12504,212652,BEHRAM SOKAK,POINT (29.3102619999944 40.8243190005261),Tuzla,SIFA 133 TM,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12505,213401,FETTAH BAŞARAN CADDESİ,POINT (29.3552739999947 40.8971880005376),Tuzla,KURTKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12506,226461,UYDUKENT,POINT (29.1403089999921 40.9871390005518),Atasehir,KADIKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
12507,105212,LANGA-DAVUTPAŞA,POINT (28.9481719538551 41.0019089609046),Fatih,YESILKÖY,YOK,KAPALI,WALLMODERN,Uygun
12508,261132,ÜÇPINARLAR CADDESİ,POINT (29.0674609999909 41.0070500005549),Üsküdar,KÜÇÜKÇAMLICA,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12509,261482,SAĞLIK OCAĞI,POINT (29.0579569999907 41.0280190005583),Üsküdar,KADIKÖY / ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12510,201102,HALAYIKDERE,POINT (29.1701660295084 41.2003779833342),Beykoz,BEYKOZ,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12511,108302,MERV CADDESİ,POINT (28.902971999987 40.9882820005518),Zeytinburnu,ZEYTINBURNU,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12512,201091,SELDA SOKAK,POINT (29.1547799630338 41.0275379618813),Ümraniye,BIRLIK MH.,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12513,204751,AKDENİZ CADDESİ,POINT (29.1553609529478 41.0865399961022),Beykoz,KAVACIK,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12514,215321,KAYNARCA,POINT (29.158808987872 41.1801259792149),Beykoz,HALAYIKDERE,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12515,211261,ORMAN  YOLU SOKAK,POINT (29.2597139999937 40.9247690005419),Pendik,KARTAL 134,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12516,210311,EGEMEN SOKAK,POINT (29.2581949999937 40.8994890005379),Pendik,FATIH MAHALLESI,YOK,KAPALI,İETTCAMLI,Uygun Degil
12517,223571,KAİNAT SOKAK,POINT (29.0647049999909 41.0049810005546),Üsküdar,KÜÇÜKÇAMLICA,YOK,KAPALI,CCMODERNDR,Uygun Degil
12518,218601,TURİSTİK ÇAMLICA TESİSLERİ,POINT (29.0667299999909 41.0220370005573),Üsküdar,ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12519,130051,ŞAİR FEVZİ KUTLU KALKANCI ORTAOKULU,POINT (28.6681459999742 41.0103870005549),Esenyurt,AVCILAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12520,218562,İSHAKLI SAPAĞI,POINT (29.2827680354929 41.1324470004507),Beykoz,ÜMRANIYE,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
12521,219771,MERAL CELAL ARAS SPOR LİSESİ,POINT (29.2183599838269 41.2026620034917),Beykoz,CUMHURIYET KÖYÜ,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12522,221561,ŞEHİT AZİZ,POINT (29.1646419562185 41.1340580143511),Beykoz,BEYKOZ,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12523,122482,FLORYA,POINT (28.7947269789137 40.9695919898052),Bakirköy,FLORYA,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12524,224251,ANADOLU SAĞLIK MESLEK LİSESİ,POINT (29.2684929999936 41.0001540005539),Sultanbeyli,KARTAL,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
12525,202232,IŞIK ÜNİVERSİTESİ KAMPÜSÜ,POINT (29.5588939999961 41.1682860005811),Sile,SILE,YOK,KAPALI,İETTCAMLI,Uygun
12526,224332,HAYDARPAŞA NUMUNE HASTANESİ,POINT (29.02124199999 41.0059050005548),Üsküdar,ÜSKÜDAR,YOK,KAPALI,CCMODERN,Uygun
12527,212972,DUDAYEV SOKAK,POINT (29.2713440441614 40.9052659881278),Pendik,EVLIYA ÇELEBI CADDES,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
12528,211232,POLİGON,POINT (29.2502319800669 40.924003991173),Pendik,HILAL KONUTLARI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12529,220871,ŞEHİTLİK,POINT (29.2950120153281 41.1486360125948),Beykoz,CUMHURIYET KÖYÜ 137,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12530,114832,ANIT,POINT (28.9934599999892 41.0892140005681),Kagithane,SIRINTEPE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12531,119642,KAĞITHANE PARK,POINT (28.9713019999887 41.0779710005662),Kagithane,KAGITHANE,YOK,KAPALI,CCMODERN,Uygun Degil
12532,119871,HAMİDİYE MAHALLESİ,POINT (28.9771229999888 41.095127000569),Kagithane,SON DURAK,VAR,KAPALI,CCMODERN,Uygun
12533,120002,SULAR İDARESİ,POINT (28.9697049999886 41.0859630005675),Kagithane,NURTEPE 1,YOK,AÇIK,İETTBAYRAK,Uygun
12534,120051,İSKİ GENEL MÜDÜRLÜĞÜ,POINT (28.9641199999885 41.0856360005675),Eyüpsultan,NURTEPE,VAR,FULL KAPALI,İSTON GENİŞ,Uygun Degil
12535,180661,MEHMET AKİF ERSOY CAMİİ,POINT (28.7034130085608 41.208595992884),Arnavutköy,MESETARLA CADDESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12536,119531,ALİBEYKÖY ,POINT (28.9463099999881 41.0744120005656),Eyüpsultan,EMINÖNÜ,VAR,KAPALI,WALLMODERN,Uygun Degil
12537,216981,YENİYOL,POINT (29.2332979999929 41.1841490005836),Beykoz,BEYKOZ 137,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12538,204501,TURHAN SOKAK,POINT (29.076571999991 41.0432990005607),Üsküdar,SONDURAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12539,214401,ULUS CADDESİ,POINT (29.1691799999924 41.0245020005578),Ümraniye,ÜSKÜDAR,YOK,KAPALI,İETTCAMLI,Uygun Degil
12540,214502,BOZTEPE,POINT (29.1149499999916 41.057401000563),Ümraniye,ÜMRANIYE,YOK,KAPALI,CCMODERN,Uygun Degil
12541,117612,ÜNİVERSİTE,POINT (28.9507109999882 41.0558140005626),Beyoglu,SILAHTAR,YOK,KAPALI,CCMODERN,Uygun Degil
12542,215622,AYVALIDERE,POINT (29.1918189999924 41.1603440005797),Beykoz,ALIBAHADIR 136,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12543,200462,SIRMAKEŞ CADDESİ,POINT (29.1330619999916 41.1525320005784),Beykoz,SULTANIYE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12544,111032,ÇOCUK SİTESİ,POINT (28.8584549999854 40.9938930005527),Bahçelievler,SIRINEVLER,YOK,KAPALI,CCMODERN,Uygun
12545,113741,PARK,POINT (29.0206319999898 41.0847720005674),Besiktas,AKMERKEZ,YOK,KAPALI,WALLMODERN,Uygun Degil
12546,114932,GÜLTEPE CAMİİ,POINT (28.9977239999894 41.0787890005664),Kagithane,LEVENT,YOK,KAPALI,CCMODERN,Uygun Degil
12547,131271,KARANFİL,POINT (28.6967300000062 41.0602449991153),Basaksehir,ESENYURT,YOK,AÇIK,İETTBAYRAK,Uygun Degil
