,SDURAKKODU,SDURAKADI,KOORDINAT,ILCEADI,SYON,AKILLI,FIZIKI,DURAK_TIPI,ENGELLIKULLANIM
3643,213991,KARAMAN CADDESİ,POINT (29.0836129999912 40.9904230005523),Atasehir,KADIKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3644,226331,ÇAYIR CADDESİ ,POINT (29.1021259999916 40.97570100055),Atasehir,KADIKÖY,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
3645,131901,BELEDİYE ALT GEÇİDİ,POINT (28.6872439999757 41.0213880005567),Esenyurt,AVCILAR-ESENYURT,YOK,KAPALI,İETTBAYRAK,Uygun Degil
3646,132101,BAYDEMİRLER,POINT (28.6398649999715 41.0381270005592),Esenyurt,KIRAÇ-BEYLIKDÜZÜ,YOK,KAPALI,İETTCAMLI,Uygun Degil
3647,208202,TRAFO,POINT (29.3016740426452 40.9377960069227),Pendik,KADIKÖY,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3648,208562,CEVİZLİ İSTASYON,POINT (29.155674020763 40.9108740094882),Kartal,KARTAL,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
3649,208671,KARTAL SANAYİ,POINT (29.197157999993 40.9113010005398),Kartal,KADIKÖY,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
3650,211962,KAYNARCA YANYOL,POINT (29.2598349999938 40.8804740005349),Pendik,SULTANBEYLI 132V,YOK,KAPALI,CCMODERNDR,Uygun Degil
3651,117212,ZİNCİRLİKUYU-ÜNİVERSİTE,POINT (29.0136119999897 41.069947000565),Sisli,TAKSIM,YOK,KAPALI,WALLMODERN,Uygun Degil
3652,214332,ESENŞEHİR SAPAĞI,POINT (29.1758150000105 41.0071389991168),Ümraniye,KADIKÖY,YOK,FULL KAPALI,İSTON GENİŞ_İBB,Uygun Degil
3653,117311,PANGALTI,POINT (28.9873989999892 41.051396000562),Sisli,TAKSIM,YOK,KAPALI,WALLMODERN,Uygun Degil
3654,118192,KARKUYUSU,POINT (28.9892619999892 41.0674880005645),Sisli,ÇAGLAYAN,YOK,KAPALI,WALLMODERN,Uygun Degil
3655,200212,MESCİD SOKAK,POINT (29.2574049749727 40.9586879906867),Sultanbeyli,S.BEYLI  131,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3656,206341,BAŞAK SOKAK,POINT (29.2807850203319 40.8785300080616),Pendik,AHMET YESEVI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3657,206531,VELİBABA MAHALLESİ,POINT (29.2533290151154 40.9078340430326),Pendik,AYDOS,YOK,FULL KAPALI,İSTON DAR,Uygun Degil
3658,219721,DERESEKİ,POINT (29.1293459999916 41.1520770005783),Beykoz,ORTAÇESME,YOK,AÇIK,İETTMODERN,Uygun Degil
3659,131681,TOKİ AYAZMA CAMİİ,POINT (28.7800799999815 41.0785640005661),Basaksehir,AYMAKOOP.,YOK,AÇIK,İETTBAYRAK,Uygun
3660,219802,DEĞİRMENDERE,POINT (29.2335200431052 41.1869680247853),Beykoz,CUMHURIYET KÖYÜ,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3661,219872,BOZHANE,POINT (29.2716109743429 41.163664999),Beykoz,GÖLLÜ 137,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3662,129622,GÜZELŞEHİR-1,POINT (28.4885669999521 41.0160360005551),Büyükçekmece,SILIVRI,YOK,KAPALI,CCMODERN,Uygun Degil
3663,208702,GONCA SOKAK,POINT (29.1639809777036 40.9034100345379),Kartal,SISLI,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
3664,206661,KARAYOLLARI,POINT (29.3339869999944 40.931176000543),Pendik,AKFIRAT,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3665,206692,ESENLER,POINT (29.2703929999939 40.8905170005365),Pendik,PENDIK,YOK,KAPALI,CCMODERN,Uygun Degil
3666,206922,MUSTAFA KARUŞAĞI İLKOKULU,POINT (29.2989993294567 40.9110212660052),Pendik,HARMANDERE,YOK,KAPALI,İETTMODERN,Uygun Degil
3667,286022,TEKNOPARK BULVARI,POINT (29.3130799999942 40.9241380005419),Pendik,YENISEHIR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3668,208272,KOCA SİNAN CAMİİ,POINT (29.279471999994 40.8893600005363),Pendik,PENDIK,YOK,KAPALI,CCMODERN,Uygun Degil
3669,208731,SELÇUKLU CADDESİ,POINT (29.290137999994 40.9244620005419),Pendik,SULTANBEYLI,YOK,KAPALI,CCMODERNDR,Uygun Degil
3670,102242,İSTOÇ ÇEVREYOLU,POINT (28.8211519999836 41.0703730005649),Bagcilar,CEBECI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3671,104291,BATIŞEHİR,POINT (28.8402739999845 41.065424000564),Bagcilar,SON DURAK,YOK,KAPALI,CCMODERN,Uygun
3672,122492,ADAKALE,POINT (28.7981259999829 40.9687640005486),Bakirköy,FLORYA,YOK,AÇIK,İETTÜÇGEN,Uygun Degil
3673,110182,BOSNA CADDESİ,POINT (28.7446179999791 41.1905010005841),Arnavutköy,CEBECI,YOK,KAPALI,İETTCAMLI,Uygun Degil
3674,208511,AYIŞIĞI SOKAK,POINT (29.3077739999943 40.830030000527),Tuzla,TUZLA,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3675,209392,YILDIZTEPE CAMİİ,POINT (29.3089989966113 40.8706189722925),Pendik,A.YESEVI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3676,132021,KİRAZ SOKAK,POINT (28.7206849999779 41.0758310005655),Avcilar,ALTINSEHIR,YOK,KAPALI,CCMODERN,Uygun Degil
3677,127281,YASEMEN EVLERİ,POINT (28.6618289999733 41.0856250005669),Basaksehir,ESENKENT-BOGAZKÖY,YOK,KAPALI,CCMODERNDR,Uygun Degil
3678,261561,İHTİSAS CADDESİ,POINT (29.5798019882748 41.15817604214),Sile,SILE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3679,222401,ÇAMLIK,POINT (29.1961169999928 41.013515000556),Sancaktepe,SARIGAZI LOJ.,VAR,KAPALI,CCMODERN,Uygun Degil
3680,219971,AYÇİN SOKAK,POINT (29.0554499999906 41.03876100056),Üsküdar,KIRAZLITEPE,YOK,KAPALI,İETTCAMLI,Uygun Degil
3681,176381,ADNAN KAHVECİ PARKI,POINT (28.6337129999704 41.1639450005795),Arnavutköy,ARNAVUTKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3682,210632,PENDİK İDO İSKELESİ,POINT (29.2345969999935 40.874972000534),Pendik,S.GÖKÇEN H.LIMANI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3683,211362,CUMHURİYET SİTESİ,POINT (29.3093629999942 40.9329320005433),Pendik,KADIKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
3684,132252,TOKİ AYAZMA İMAM HATİP ORTAOKULU,POINT (28.7867229890275 41.0777660333866),Basaksehir,TOKI AYAZMA,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3685,322001,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ,POINT (28.7242144494752 40.9861041049206),Avcilar,SON DURAK,VAR,AÇIK,İETTBAYRAK,Uygun Degil
3686,114381,ÇAMLIBEL,POINT (29.0334000000116 41.1161999991143),Sariyer,MASLAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3687,223682,YAMANEVLER,POINT (29.1040490000111 41.0281199991163),Ümraniye,ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3688,224401,AŞIK VEYSEL MAHALLESİ,POINT (29.0962719999914 41.0061320005548),Atasehir,ÖRNEK MAH.,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3689,116501,BENZİNLİK,POINT (28.9929669999889 41.0940640005687),Kagithane,SEYRANTEPE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3690,116802,MESCİD-İ NUR CAMİİ,POINT (28.9870789999889 41.0946070005688),Kagithane,LEVENT,YOK,KAPALI,CCMODERN,Uygun Degil
3691,117881,KESGİNGİL CADDESİ,POINT (28.9631489999886 41.0584800005631),Kagithane,OKMEYDANI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3692,218171,ÜZÜM SOKAK,POINT (29.076286999991 41.0363360005597),Üsküdar,ÜSKÜDAR,YOK,KAPALI,CCMODERN,Uygun Degil
3693,116403,HACI MEHMET ŞALGAMCIOĞLU ORTAOKULU,POINT (29.0490090230708 41.0964299632674),Sariyer,EMIRGAN,YOK,KAPALI,CCMODERN,Uygun Degil
3694,227802,SANAYİ SİTESİ,POINT (29.2363079999935 40.8857810005358),Pendik,PENDIK,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
3695,227941,ALP SİTESİ,POINT (29.2981649999941 40.9253730005421),Pendik,SULTANBEYLI,YOK,KAPALI,CCMODERN,Uygun Degil
3696,227992,AYDINLI CADDESİ,POINT (29.2460409999936 40.8768610005344),Pendik,PENDIK,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
3697,218341,İMES A KAPISI,POINT (29.1599199738671 41.0039929604208),Ümraniye,YENIDOGAN,YOK,KAPALI,DİĞER,Uygun Degil
3698,117571,PİRİ PAŞA MAHALLESİ,POINT (28.9499039783764 41.0426930209875),Beyoglu,KALAYCIBAHÇE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3699,201582,GÖZDE SOKAK ,POINT (29.1530249999919 41.1430100005769),Beykoz,BEYKOZ 136,YOK,KAPALI,İETTMODERN,Uygun Degil
3700,219772,MERAL CELAL ARAS SPOR LİSESİ,POINT (29.218190957692 41.2032790262311),Beykoz,BEYKOZ,YOK,AÇIK,CCMODERN,Uygun Degil
3701,177981,MADEN DERESİ,POINT (28.3198070090509 41.4631089797329),Çatalca,YALIKÖY,YOK,,İETTBAYRAK,Uygun Degil
3702,111232,PARK,POINT (28.8648759999857 40.9783930005502),Bakirköy,YENIBOSNA,YOK,FULL KAPALI,İSTON DAR,Uygun Degil
3703,111251,İNCİRLİ,POINT (28.8697959999859 40.9949630005529),Bakirköy,BAKIRKÖY,VAR,KAPALI,WALLMODERN,Uygun Degil
3704,122081,ATAKÖY 4.KISIM,POINT (28.8569179999854 40.9850850005512),Bakirköy,BAKIRKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil
3705,122082,ATAKÖY 4.KISIM,POINT (28.8568559999854 40.9856780005513),Bakirköy,ATAKÖY 10. KISIM,YOK,KAPALI,CCMODERN,Uygun Degil
3706,131092,MOLLA GÜRANİ PARKI,POINT (28.8471189999849 41.0280770005581),Bagcilar,GÖZTEPE,YOK,KAPALI,CCMODERNDR,Uygun Degil
3707,208691,YEMENİ SOKAK,POINT (29.1660419738604 40.9012619752557),Kartal,KARTAL  252,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
3708,209562,ATALAR MERKEZ  CAMİİ,POINT (29.171925996489 40.903670993385),Kartal,ESENKENT METRO,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3709,206892,EMİRLİ MUHTARLIĞI,POINT (29.3394699999944 40.9901690005524),Pendik,EMIRLI KÖYÜ,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3710,226683,İÇERENKÖY,POINT (29.1158839999918 40.9690050005489),Atasehir,KAYISDAGI,YOK,KAPALI,CCMODERN,Uygun Degil
3711,226821,HASAN LEYLİ İLKOKULU,POINT (29.1227049999919 40.97580600055),Atasehir,DUDULLU  19  D,YOK,AÇIK,İETTBAYRAK,Uygun
3712,102911,ESENBAHÇE,POINT (28.6598059999734 41.0193810005563),Esenyurt,BEYLIKDÜZÜ,YOK,KAPALI,CCMODERN,Uygun Degil
3713,102941,NAZIM HİKMET BULVARI,POINT (28.6597349999727 41.0250810005567),Esenyurt,BEYLIKDÜZÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3714,103282,HÜSEYİN ERGÜN ULU CAMİİ,POINT (28.6967809585942 41.0208269549658),Esenyurt,KIPTAS 4.ETAP,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3715,103292,KİPTAŞ 5.ETAP,POINT (28.6993169999766 41.0251150005573),Esenyurt,KIPTAS,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3716,103331,ESENKENT GİRİŞ,POINT (28.672315000005 41.0573589991152),Esenyurt,AVCILAR,YOK,FULL KAPALI,İSTON DAR,Uygun Degil
3717,208391,PARK,POINT (29.2739289999939 40.8782530005346),Pendik,PARSELLER 133K,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3718,260131,SAFAŞ,POINT (29.2320779999935 40.8922390005368),Pendik,TUZLA  251-130,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3719,900362,SAADETDERE MAHALLESİ,POINT (28.6918289921445 40.9999994184658),Esenyurt,AVCILAR,VAR,KAPALI,ISTASYON,Uygun Degil
3720,900122,DARÜLACEZE PERPA,POINT (28.9670441256104 41.061571681731),Kagithane,ZINCIRLIKUYU,VAR,KAPALI,ISTASYON,Uygun Degil
3721,204111,HAMZA YERLİKAYA BULVARI,POINT (29.1678179999924 41.019729000557),Ümraniye,ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3722,204271,HATBOYU BULVARI,POINT (29.1459769999922 41.0005700005539),Ümraniye,ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3723,102922,YILMAZKENT,POINT (28.6606839999729 41.0174820005556),Esenyurt,ESENKENT,YOK,FULL KAPALI,İSTON GENİŞ_İBB,Uygun Degil
3724,126621,MERKEZ MAHALLESİ,POINT (28.6520199999727 41.0291020005579),Esenyurt,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3725,211291,ŞELALE SOKAK,POINT (29.2649529999938 40.9218630005415),Pendik,KARTAL,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3726,211801,KURTKÖY İLKOKULU,POINT (29.3042639999942 40.9174630005408),Pendik,SULTANBEYLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3727,225802,TERSANE KÖPRÜSÜ-1,POINT (29.2713539999939 40.868170000533),Pendik,KADIKÖY (E-5),VAR,KAPALI,CCMODERN,Uygun Degil
3728,230361,KURTKÖY MEZARLIĞI,POINT (29.3056679999942 40.9105860005397),Pendik,KARTAL,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3729,230521,AHMET KUTSİ TECER İLKOKULU,POINT (29.2424969999936 40.887213000536),Pendik,PENDIK KÖPRÜSÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3730,177321,NURTEPE SOSYAL TESİSLERİ,POINT (28.9640569999885 41.0733930005655),Kagithane,ILK DURAK,YOK,KAPALI,CCMODERN,Uygun
3731,900142,HALICIOĞLU,POINT (28.9454980342248 41.0480490848369),Beyoglu,ZINCIRLIKUYU,YOK,KAPALI,ISTASYON,Uygun Degil
3732,117355,TAKSİM,POINT (28.9872810349219 41.0370039703478),Beyoglu,BESIKTAS,YOK,AÇIK,İETTBAYRAK,Uygun
3733,117423,KARAKÖY,POINT (28.9744049999884 41.022167000557),Beyoglu,EMINÖNÜ,YOK,KAPALI,WALLMODERN,Uygun Degil
3734,180121,KARA ÇALILIK,POINT (28.6293070155714 41.3078119824122),Arnavutköy,ARNAVUTKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3735,117971,NİŞANTAŞLAR,POINT (28.9590949999884 41.0760520005659),Kagithane,KAGITHANE,YOK,KAPALI,CCMODERN,Uygun Degil
3736,110601,MELTEM SOKAK,POINT (28.8920959999865 41.057925000563),Bayrampasa,EMINÖNÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3737,219521,İBB BEYKOZ SOSYAL TESİSLERİ,POINT (29.091033999991 41.1137680005721),Beykoz,BEYKOZ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3738,205341,BARAJ YOLU ALT SOKAK,POINT (29.0632659999909 41.0022960005542),Üsküdar,GÖZTEPE KÖPRÜSÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3739,127072,SU YOLU,POINT (28.6553569999712 41.0370360005578),Esenyurt,ESENYURT-KIRAÇ,YOK,KAPALI,CCMODERNDR,Uygun Degil
3740,103991,1942.SOKAK,POINT (28.6577429999733 41.017102000556),Esenyurt,TAKSIM,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3741,228281,MEZARLIK,POINT (29.285391999994 40.8864470005359),Pendik,KURTKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3742,201911,ENGELLİLER EĞİTİM MERKEZİ,POINT (29.1113919999916 41.0059900005548),Ümraniye,YENISEHIR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3743,122952,CUMHURİYET MEYDANI,POINT (28.679713081225 41.0351079588693),Esenyurt,ESENYURT,VAR,KAPALI,İETTBAYRAK,Uygun Degil
3744,125932,KİPTAŞ ESENYURT,POINT (28.6769219999748 41.0412010005599),Esenyurt,ESENYURT-ESENKENT,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
3745,228831,FENERBAHÇELİLER SİTESİ,POINT (29.3117999999942 40.9331610005433),Pendik,PENDIK,YOK,KAPALI,CCMODERN,Uygun Degil
3746,229931,KANARYA CADDESİ,POINT (29.3057419735336 40.9121529719103),Pendik,ORHANLI CAD.,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3747,106211,TAŞKÖPRÜ,POINT (28.8861219999862 41.0735370005655),Bayrampasa,EDIRNEKAPI,YOK,KAPALI,CCMODERN,Uygun Degil
3748,107091,TUNA İLKOKULU,POINT (28.8941989999865 41.0608750005634),Bayrampasa,KOCATEPE METRO,YOK,FULL KAPALI,İSTON DAR,Uygun Degil
3749,107711,KADİFE,POINT (28.9122449999872 41.0389700005599),Bayrampasa,TOPKAPI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3750,103402,MEHMETÇİK SOKAK,POINT (28.8028820442798 41.0529429693575),Küçükçekmece,BAKIRKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3751,108141,AYANCIK SOKAK,POINT (28.9006389999868 41.0467110005611),Bayrampasa,BAYRAMPASA,YOK,KAPALI,WALLMODERN,Uygun
3752,206112,ESENYALI MUHTARLIĞI,POINT (29.2953000000092 40.8626999991198),Pendik,KARTAL,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
3753,122221,ÖMER DURUK CAMİİ,POINT (28.8574619642452 40.9776820324264),Bakirköy,YESILKÖY,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3754,123782,YENİ CAMİİ,POINT (28.8551129725548 41.0624950414724),Esenler,42 EVLER,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3755,123821,42 EVLER,POINT (28.8579139999849 41.072102000565),Bagcilar,YÜZYIL,YOK,KAPALI,İETTCAMLI,Uygun Degil
3756,133492,HÜSNÜ AYIK ENGELLİLER MERKEZİ,POINT (28.6033100000004 40.9708899991169),Beylikdüzü,YEDIKARDESLER CAMII,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
3757,108522,TOPİNCİRLER,POINT (28.7453829999791 41.1887410005838),Arnavutköy,BOGAZKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3758,261082,YILDIRIM BEYAZIT CADDESİ,POINT (29.3036319999942 40.9111050005398),Pendik,KARTAL,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3759,260381,ŞEHİT İSHAK ÖZTÜRK İLKOKULU,POINT (29.3697540143465 40.8602309737547),Çayirova,KARTAL,YOK,KAPALI,DİĞER,Uygun
3760,122432,BEYKENT ÜNİVERSİTESİ,POINT (28.6288129999703 41.0860930005669),Büyükçekmece,BEYLIKDÜZÜ-HADIMKÖY,YOK,KAPALI,CCMODERNDR,Uygun Degil
3761,900071,15 TEMMUZ ŞEHİTLER KÖPRÜSÜ,POINT (29.0438844056863 41.0364320690911),Üsküdar,KADIKÖY,YOK,KAPALI,ISTASYON,Uygun Degil
3762,214851,CELAL ARAS ANADOLU LİSESİ,POINT (29.0936789999911 41.094970000569),Beykoz,KAVACIK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3763,217831,MANOLYA EVLERİ,POINT (29.1135409999917 41.0068020005549),Ümraniye,YENISEHIR 13B,YOK,FULL KAPALI,CCMODERNDR,Uygun Degil
3764,217852,ŞELALE CADDESİ,POINT (29.116785036561 41.0070259666071),Ümraniye,ÜMRANIYE 13B,YOK,KAPALI,CCMODERNDR,Uygun Degil
3765,217962,SANCAKTEPE CAMİİ,POINT (29.11945501649 41.0113169744634),Ümraniye,EVTAS BLOKLARI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3766,218021,İSLAMBEY SAĞLIK OCAĞI,POINT (29.0950159999913 41.0441330005609),Ümraniye,ÜSKÜDAR 11K,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3767,218041,ANADOLU CADDESİ,POINT (29.0917739999912 41.0471920005614),Ümraniye,ÜSKÜDAR 11K,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3768,218052,SEYRANTEPE,POINT (29.0940129993479 41.0487379793191),Ümraniye,K. KARABEKIR 11ST,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3769,218061,HEKİMBAŞI,POINT (29.0982530000112 41.0612819991156),Beykoz,SON DURAK,YOK,KAPALI,CCMODERN,Uygun Degil
3770,132902,DOĞA SOKAK,POINT (28.6971849999757 41.2110050005873),Arnavutköy,MESETARLA CADDESI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3771,175991,GÖLPARK,POINT (28.7754469999808 41.2116470005876),Arnavutköy,ARNAVUTKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3772,219352,KULELİ,POINT (29.0523059999905 41.0559620005628),Üsküdar,ÜSKÜDAR,YOK,KAPALI,WALLMODERN,Uygun Degil
3773,219972,AYÇİN SOKAK,POINT (29.0556249999906 41.03891800056),Üsküdar,ÜSKÜDAR,YOK,KAPALI,CCMODERN,Uygun Degil
3774,220121,ALTINKÖY SİTESİ,POINT (29.077761999991 41.0432480005607),Üsküdar,ÜSKÜDAR,VAR,KAPALI,WALLMODERN,Uygun Degil
3775,220362,BAHÇELİEVLER,POINT (29.081694999991 41.0650310005643),Beykoz,HEKIMBASI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3776,222041,FISTIKAĞACI,POINT (29.0299771953594 41.0277971391571),Üsküdar,ÜMRANIYE,VAR,KAPALI,WALLMODERN,Uygun Degil
3777,118841,HALİL RIFAT PAŞA,POINT (28.9718379999888 41.057853000563),Sisli,KASIMPASA,YOK,KAPALI,WALLMODERN,Uygun
3778,315521,YENİBOSNA METRO,POINT (28.8375239769806 40.990615033244),Bakirköy,SON DURAK (HT15),YOK,KAPALI,CCMODERN,Uygun Degil
3779,215842,KOOPERATİF,POINT (29.1076339999916 41.0106640005555),Ümraniye,KADIKÖY 13B,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3780,216302,HARMAN SOKAK,POINT (29.116991000011 41.0139809991166),Ümraniye,ÖGRETMENLER SIT.,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3781,124841,YAYLA,POINT (28.8621319999855 41.0009900005538),Bahçelievler,INCIRLI,VAR,KAPALI,CCMODERN,Uygun Degil
3782,125022,YAYLA CAMİİ,POINT (28.8593369999854 41.0039850005543),Bahçelievler,BASIN SITESI,YOK,AÇIK,İETTÜÇGEN,Uygun Degil
3783,126732,BELEDİYE,POINT (28.8349599999845 40.996575000553),Bahçelievler,KUYUMCUKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3784,127101,KERİM ÇAVUŞPAŞA,POINT (28.8471309999849 41.002228000554),Bahçelievler,SON DURAK,YOK,KAPALI,CCMODERN,Uygun Degil
3785,128132,İHLAS EVLERİ,POINT (28.8177819999837 41.0102400005551),Bahçelievler,KUYUMCUKENT,YOK,AÇIK,İETTBAYRAK,Uygun
3786,128142,DR. ENVER ÖREN KÜLTÜR MERKEZİ,POINT (28.8189339999837 41.0119920005555),Bahçelievler,KUYUMCUKENT,YOK,KAPALI,CCMODERNDR,Uygun Degil
3787,130173,YENİBOSNA KÖYALTI,POINT (28.8213729999835 41.0007490005535),Bahçelievler,YENIBOSNA,VAR,FULL KAPALI,İSTON GENİŞ_İBB,Uygun Degil
3788,223952,TÜRKLER CADDESİ,POINT (29.1012109999915 41.0112210005557),Ümraniye,ÜSKÜDAR,YOK,KAPALI,İETTCAMLI,Uygun
3789,218761,ŞEYMA SOKAK,POINT (29.1291349999919 41.0020500005541),Ümraniye,KADIKÖY,YOK,FULL KAPALI,İSTON DAR,Uygun Degil
3790,218941,UĞUR MUMCU SOKAK,POINT (29.1500139999922 41.025880000558),Ümraniye,KADIKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3791,218991,TATLISU ÖĞRENCİ YURDU,POINT (29.1478379999922 41.0099340005555),Ümraniye,KADIKÖY,YOK,KAPALI,İETTCAMLI,Uygun Degil
3792,214281,İSTİKLAL CADDESİ,POINT (29.1429609953438 41.0203470176538),Ümraniye,BIRLIK MAH.,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3793,121252,BEDİR CAMİİ,POINT (28.9759779999887 41.0765310005659),Kagithane,SISLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3794,222261,ÇAKMAK KÖPRÜSÜ,POINT (29.1217259793181 41.020586043301),Ümraniye,DUDULLU,VAR,KAPALI,CCMODERN,Uygun Degil
3795,114911,ORTABAYIR,POINT (29.0045509999895 41.0789560005664),Kagithane,GÜLTEPE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3796,105752,VEFA,POINT (28.9577429999885 41.0181250005566),Fatih,TAKSIM,VAR,KAPALI,WALLMODERN,Uygun Degil
3797,118782,OKMEYDANI DEREYOLU,POINT (28.9696119999887 41.064082000564),Kagithane,TOPKAPI,YOK,KAPALI,WALLMODERN,Uygun Degil
3798,223972,İRFAN KOLEJİ,POINT (29.1055379999915 41.0153770005563),Ümraniye,ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun
3799,119351,HAZERFEN,POINT (28.9630695104135 41.0632603622446),Kagithane,OKMEYDANI,YOK,AÇIK,İETTBAYRAK,Uygun
3800,102061,ELMAS SİTESİ,POINT (28.75394399998 41.1051600005703),Basaksehir,BAKIRKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
3801,120561,AYAZAĞA MESİRE ALANI,POINT (28.96701101995 41.1177290263508),Sariyer,GÖKTÜRK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3802,113122,GÜL - ŞEHİT AKIN ÖZCAN,POINT (29.0233150282064 41.0569400215106),Besiktas,SON DURAK,YOK,KAPALI,CCMODERNDR,Uygun Degil
3803,113451,AKMERKEZ,POINT (29.0252449999899 41.0772670005662),Besiktas,R.HISARÜSTÜ,YOK,KAPALI,WALLMODERN,Uygun Degil
3804,222162,NAMAZGAH,POINT (29.0806969999911 41.0235490005576),Üsküdar,ÜSKÜDAR,VAR,KAPALI,CCMODERN,Uygun Degil
3805,119118,KONAK CAMİİ,POINT (28.9589689999885 41.0440270005608),Beyoglu,OKMEYDANI,YOK,KAPALI,CCMODERN,Uygun Degil
3806,119241,AZAPKAPI-HALİÇ METRO,POINT (28.9692359999888 41.0249200005577),Beyoglu,KARAKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
3807,119671,CAMİİ KEBİR,POINT (28.9683519999888 41.0347980005593),Beyoglu,SISHANE,VAR,KAPALI,CCMODERN,Uygun Degil
3808,219202,AKSOY SOKAK,POINT (29.0911919999912 41.0521710005622),Ümraniye,ÜMRANIYE 11ST,YOK,AÇIK,İETTBAYRAK,Uygun
3809,301111,YASSIÖREN,POINT (28.5978210288208 41.2356980218334),Arnavutköy,SON DURAK,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
